PMID,Sentence,label
37495261,palliative care,Incomplete Sentence
33959476,current landscape of driver mutation,Incomplete Sentence
38094306,Provide an overview,Incomplete Sentence
37197556,"Local tumor formation, ipsilateral thoracic tissue infiltration",Incomplete Sentence
32676316,radiation exposure,Incomplete Sentence
33183043,A marker of nutritional and immune status,Incomplete Sentence
34758674,to determine the therapeutically dominant populations,Incomplete Sentence
34352791,Cisplatin-resistant lung cancer cells,Incomplete Sentence
35073699,pH-sensitive superparamagnetic iron oxide nanoclusters,Incomplete Sentence
37835796,data privacy,Incomplete Sentence
35418149,EGFR exon 20 insertion mutations,Incomplete Sentence
32759305,new targets for drug development,Incomplete Sentence
32426292,oral cancer therapies,Incomplete Sentence
35903380,Can accumulate in the lung,Incomplete Sentence
36013308,mitophagy and radioresistance in lung cancer cells,Incomplete Sentence
32208133,Is associated with cancer mortality,Incomplete Sentence
40022697,increase in the apoptosis rate,Incomplete Sentence
32629386,Promotes lung cancer migration and invasion,Incomplete Sentence
36051164,Was readmitted with a respiratory infection,Incomplete Sentence
38115908,Overcoming drug resistance,Incomplete Sentence
32131717,Is not frequently observed in CF patients,Incomplete Sentence
32943999,macrophage polarization and energy reprogramming,Incomplete Sentence
40043632,Were more frequent in patients with suture-line recurrences,Incomplete Sentence
33708982,Inducing G2/M cell cycle arrest,Incomplete Sentence
34871197,risk alleles for lung cancer,Incomplete Sentence
33529754,nonlinear dose-response relationship,Incomplete Sentence
35989646,Reduced harms while maintaining similar health benefits,Incomplete Sentence
34783226,decipher key mechanisms of radioresistance,Incomplete Sentence
32771979,drug screening,Incomplete Sentence
32149802,mimicking primary pancreatic ductal adenocarcinoma,Incomplete Sentence
39840187,and is highly aggressive,Incomplete Sentence
35159223,Most of lung cancer cases,Incomplete Sentence
37323175,tumor dimensions,Incomplete Sentence
38083421,hierarchy-driven multi-label network,Incomplete Sentence
36870024,to verify the regulation of key proteins,Incomplete Sentence
32533982,Represents a promising target,Incomplete Sentence
32570854,HMW oligomers,Incomplete Sentence
37324942,Suggest that circRABL2B counteracts lung cancer progression,Incomplete Sentence
33738936,targeted screening of individuals,Incomplete Sentence
39900819,Investigation of cytotoxic potential,Incomplete Sentence
35943044,Inhibits lung cancer progression,Incomplete Sentence
37373957,Revealing IL-6 and IL-12p70,Incomplete Sentence
38282136,Can be performed safely in the elderly,Incomplete Sentence
33722922,Raises the question of whether,Incomplete Sentence
33318237,lower microbiota alpha diversity,Incomplete Sentence
34359818,therapy response,Incomplete Sentence
37434755,discriminating between low and high metabolic lung adenocarcinoma,Incomplete Sentence
36361041,Aims to examine the,Incomplete Sentence
35647142,The clinical experience in application,Incomplete Sentence
35752465,tumor characteristics,Incomplete Sentence
32784094,A marker for early diagnosis,Incomplete Sentence
38027000,Quantitative radiomics features,Incomplete Sentence
35963868,Exploring lncRNA functions,Incomplete Sentence
32230883,May aid in lung cancer diagnosis,Incomplete Sentence
36249034,Intravenous infusion of these CAR-T cells,Incomplete Sentence
35402145,smoking cessation counseling,Incomplete Sentence
32739739,modulatory effects of XHW,Incomplete Sentence
37343657,Germline ATM variants,Incomplete Sentence
33133306,in diagnosing lung cancer,Incomplete Sentence
34313230,Differentiating between progressive massive fibrosis and lung cancer,Incomplete Sentence
39928802,With the rapid development of nanotechnology,Incomplete Sentence
39022675,Prognostic and diagnostic biomarkers,Incomplete Sentence
32879060,Had an increased survival time,Incomplete Sentence
40040469,The problem of lung cancer in women,Incomplete Sentence
33109542,cytotoxic chemotype compound CC-I,Incomplete Sentence
38577613,Predicting improved ICI response,Incomplete Sentence
35546542,Enhances quality of life,Incomplete Sentence
36799501,Defined as before and during COVID-19,Incomplete Sentence
32352004,mTOR signaling pathway,Incomplete Sentence
38263004,tumor growth,Incomplete Sentence
37754232,"non-toxic, effective NSCLC therapies",Incomplete Sentence
36608754,surgical outcomes,Incomplete Sentence
34430360,"rregular, indistinct, hypoechoic, and parallel masses 
without calcification",Incomplete Sentence
31942920,Lung cancer stigma and smoking history,Incomplete Sentence
35891915,Perceiving low susceptibility yet high severity,Incomplete Sentence
38350371,Aptamer-based test strip,Incomplete Sentence
37888110,without compromising oncological outcomes,Incomplete Sentence
36551630,Promising molecules,Incomplete Sentence
38985741,Did not observe any association,Incomplete Sentence
35998705,early-stage incidence,Incomplete Sentence
33680068,outer retinal membrane protein 1,Incomplete Sentence
35217002,Frailty prevalence and impact,Incomplete Sentence
33796457,Suppressing tumor growth and metastasis,Incomplete Sentence
38406654,Quality indicators for tumor boards,Incomplete Sentence
38292339,good diagnostic accuracy,Incomplete Sentence
36591449,performance of computed tomography screening,Incomplete Sentence
38001705,large-cell lung carcinoma,Incomplete Sentence
36274992,Is complex,Incomplete Sentence
37537775,The most innovative and cutting-edge nanotechnology-based approaches,Incomplete Sentence
35205708,Understanding the mechanisms of DNA methylation regulation,Incomplete Sentence
34859522,The tag-single nucleotide polymorphism rs17728461,Incomplete Sentence
37880510,May have a role,Incomplete Sentence
37852131,Were increased upon TRF,Incomplete Sentence
33521371,Unresectable stage III NSCLC,Incomplete Sentence
34182610,Reported that PD-L1 expression was regulated,Incomplete Sentence
38158315,Diagnosed significantly younger,Incomplete Sentence
34762666,May functionally mediate radiation resistance,Incomplete Sentence
32163551,Worsen lung cancer prognosis,Incomplete Sentence
39647672,viable in vitro models,Incomplete Sentence
33423409,high mdig expression,Incomplete Sentence
38919013,Was downregulated in lung cancer tissues,Incomplete Sentence
36994222,helping the drug reach sites of action,Incomplete Sentence
38090312,higher serum iron status,Incomplete Sentence
38693921,drug tolerance,Incomplete Sentence
38813211,"The levels of IP-10, MIP-1_, and MIP-1_",Incomplete Sentence
36342627,Adapting to new modes of communication,Incomplete Sentence
38103006,disruptions of the lung microbiome,Incomplete Sentence
36521248,Targeted SERCA2,Incomplete Sentence
32647540,quitting smoking early,Incomplete Sentence
35854273,aspects of disease-specific stigma,Incomplete Sentence
35086821,sleep traits,Incomplete Sentence
39759828,Cost-effectiveness of first-line lazertinib,Incomplete Sentence
39071461,pain control,Incomplete Sentence
36782326,Predicting all-cause mortality,Incomplete Sentence
35165542,immunosuppressive environment,Incomplete Sentence
33506582,The binding relationship,Incomplete Sentence
34405017,Induces gefitinib resistance,Incomplete Sentence
37783120,neuroendocrine synapse-associated lineage genes,Incomplete Sentence
39343824,Verified mortality risks in extended subgroups,Incomplete Sentence
38169594,a promising field for developing novel tumor biomarkers,Incomplete Sentence
36362424,Exosomal ncRNAs,Incomplete Sentence
